Victorinox Swiss Army Pocket Knife, 28.99,Lowest price in this category: 8.29,"Enter your model number
to make sure this fits.","Features 15 functions to equip you for everyday  adventures - including 2.45"" blade, corkscrew, bottle opener with screwdriver, wood saw and scissors (See product description for full list of features)","Same exact functions as the Huntsman, but with textured EcoLine scales that provide a more hardwearing alternative to the traditional polished ABS scales","Compact design makes this the perfect knife for any outdoor activity including camping, fishing, or hiking, as well as handy for everyday uses around the house or office","Length: 3.58” (91mm), Height: .827”, Weight: 3.42 oz.",Made in Switzerland; Victorinox provides a lifetime guarantee against defects in material and workmanship
NYDJ Women's Boat Neck Sweater with Split Back, 26.24 -  98.00,Lowest price in this category: 5.95,"55% Polyester, 20% Acrylic, 20% Nylon, 5% Wool",Imported,Machine Wash,"This lightweight layer features a boat neckline, long sleeves, and a split open back detail",Easy-to-wear silhouette and dreamy details
